CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Account_Opening_Duration,Product_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total _Amount _Of_Transactions,Number_Of_Transactions,Avg_Utilization_Ratio
779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,50,6,2," $2,531.00 "," $2,360.00 ", $171.00 ,1263,35,0.932
714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,5,3," $5,399.00 "," $1,723.00 "," $3,676.00 ",1292,34,0.319
812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,21,4,1," $6,315.00 "," $1,305.00 "," $5,010.00 ",2205,43,0.207
713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3,2," $3,946.00 "," $2,375.00 "," $1,571.00 ",1646,43,0.602
808169358,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5,3," $12,291.00 "," $2,289.00 "," $10,002.00 ",1683,50,0.186
714013083,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,53,4,2," $3,067.00 "," $1,874.00 "," $1,193.00 ",1420,32,0.611
715381533,Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue,36,6,2," $1,438.30 ", $674.00 , $764.30 ,2451,55,0.469
717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,4,2," $8,633.00 "," $2,517.00 "," $6,116.00 ",2066,51,0.292
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49,3,0," $11,374.00 "," $2,517.00 "," $8,857.00 ",1088,26,0.221
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,3," $6,921.00 "," $2,159.00 "," $4,762.00 ",1931,35,0.312
808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6," $2,564.00 "," $2,379.00 ", $185.00 ,1343,35,0.928
708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6,3," $1,826.00 ", $883.00 , $943.00 ,2199,48,0.484
714772758,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,27,6,2," $2,926.00 "," $1,346.00 "," $1,580.00 ",1851,48,0.46
713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,36,5,3," $7,061.00 "," $1,813.00 "," $5,248.00 ",1831,60,0.257
814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3," $9,620.00 "," $2,033.00 "," $7,587.00 ",1735,43,0.211
712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,15,5,3," $2,539.00 "," $2,162.00 ", $377.00 ,2386,47,0.852
720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,25,6,3," $5,764.00 "," $1,529.00 "," $4,235.00 ",1972,38,0.265
813247083,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,4,3," $16,059.00 ", $618.00 ," $15,441.00 ",1357,26,0.038
811915383,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,31,6,2," $3,152.00 "," $1,986.00 "," $1,166.00 ",2530,50,0.63
717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,36,4,2," $1,707.00 "," $1,191.00 ", $516.00 ,2950,87,0.698
712495233,Existing Customer,31,F,0,Uneducated,Married,Less than $40K,Blue,19,5,3," $2,370.00 "," $1,699.00 ", $671.00 ,2411,53,0.717
718484283,Existing Customer,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,6,1," $3,478.00 "," $2,517.00 ", $961.00 ,1409,49,0.724
717413658,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32,6,2," $1,539.00 ", $989.00 , $550.00 ,1987,47,0.643
715934283,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,26,6,3," $3,142.00 "," $1,639.00 "," $1,503.00 ",3046,56,0.522
718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3," $13,206.00 ", $925.00 ," $12,281.00 ",2342,51,0.07
709219533,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,41,3,1," $2,480.00 "," $1,351.00 "," $1,129.00 ",1359,36,0.545
802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3," $4,460.00 "," $1,262.00 "," $3,198.00 ",1877,41,0.283
714043833,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,36,5,2," $3,685.00 "," $1,396.00 "," $2,289.00 ",3016,85,0.379
789577833,Existing Customer,56,M,2,Graduate,Married,$120K +,Blue,49,4,1," $8,902.00 "," $1,932.00 "," $6,970.00 ",969,29,0.217
787570758,Existing Customer,35,M,2,Uneducated,Married,$120K +,Blue,26,3,3," $2,944.00 "," $1,596.00 "," $1,348.00 ",2070,44,0.542
720371733,Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,47,5,3," $2,232.00 ", $786.00 ," $1,446.00 ",1395,39,0.352
711776433,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,26,4,2," $23,622.00 "," $1,153.00 "," $22,469.00 ",2574,65,0.049
709583133,Existing Customer,53,M,3,Uneducated,Married,$40K - $60K,Blue,40,6,3," $3,326.00 "," $1,442.00 "," $1,884.00 ",1627,54,0.434
719521983,Existing Customer,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,4,3," $6,116.00 "," $1,698.00 "," $4,418.00 ",1592,32,0.278
720462633,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,29,3,2," $4,138.00 ", $643.00 ," $3,495.00 ",1827,49,0.155
715005558,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,36,6,2," $8,374.00 "," $2,147.00 "," $6,227.00 ",2472,65,0.256
787543008,Existing Customer,37,M,1,Graduate,Single,$40K - $60K,Blue,27,5,3," $3,851.00 "," $1,695.00 "," $2,156.00 ",2349,61,0.44
743265108,Existing Customer,37,M,4,College,Single,$60K - $80K,Blue,30,5,1," $15,936.00 ", $827.00 ," $15,109.00 ",2477,49,0.052
712392108,Existing Customer,51,M,3,High School,Married,$60K - $80K,Blue,36,3,2," $10,305.00 ", $691.00 ," $9,614.00 ",1451,25,0.067
720145683,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,42,3,2," $2,987.00 "," $2,517.00 ", $470.00 ,1617,35,0.843
714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,29,6,2," $34,516.00 "," $1,965.00 "," $32,551.00 ",2949,70,0.057
772706283,Existing Customer,38,F,2,College,Married,$40K - $60K,Blue,28,3,3," $6,275.00 "," $1,579.00 "," $4,696.00 ",1585,43,0.252
716277558,Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue,36,4,3," $3,281.00 "," $1,961.00 "," $1,320.00 ",1779,47,0.598
764776833,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,54,3,3," $3,077.00 "," $1,646.00 "," $1,431.00 ",1523,30,0.535
710795883,Existing Customer,33,F,3,Uneducated,Married,Less than $40K,Blue,16,6,1," $2,042.00 "," $1,864.00 ", $178.00 ,2758,50,0.913
710428308,Existing Customer,55,M,4,High School,Single,$60K - $80K,Blue,51,4,1," $2,001.00 "," $1,553.00 ", $448.00 ,1910,51,0.776
721096983,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36,4,3," $3,625.00 "," $2,517.00 "," $1,108.00 ",2616,46,0.694
715760733,Existing Customer,58,M,4,High School,Married,$40K - $60K,Blue,47,6,3," $7,803.00 "," $1,885.00 "," $5,918.00 ",1199,25,0.242
718227033,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,3,1," $5,951.00 "," $1,702.00 "," $4,249.00 ",2565,53,0.286
720610008,Attrited Customer,59,M,1,College,Married,$120K +,Blue,50,1,5," $15,796.00 ", $812.00 ," $14,984.00 ",1339,23,0.051
717551358,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Blue,55,4,1," $3,556.00 "," $2,517.00 "," $1,039.00 ",2279,56,0.708
813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,5,1," $2,661.00 "," $1,466.00 "," $1,195.00 ",1354,25,0.551
711709683,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,36,6,1," $3,506.00 "," $1,405.00 "," $2,101.00 ",1999,48,0.401
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2," $2,066.00 "," $1,699.00 ", $367.00 ,1895,43,0.822
712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2," $11,329.00 "," $1,180.00 "," $10,149.00 ",1213,33,0.104
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2," $9,055.00 "," $1,560.00 "," $7,495.00 ",1755,45,0.172
816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,2," $17,393.00 "," $1,409.00 "," $15,984.00 ",1692,38,0.081
721234308,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6,2," $5,825.00 "," $1,815.00 "," $4,010.00 ",2820,62,0.312
798120858,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2," $3,797.00 "," $1,425.00 "," $2,372.00 ",2555,44,0.375
720158208,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,23,4,3," $3,034.00 "," $2,167.00 ", $867.00 ,2058,49,0.714
716548083,Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue,32,4,1," $2,973.00 "," $2,360.00 ", $613.00 ,2593,57,0.794
813964383,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1," $8,969.00 "," $1,226.00 "," $7,743.00 ",2568,59,0.137
719952408,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,36,3,3," $2,550.00 "," $1,623.00 ", $927.00 ,1870,51,0.636
713998233,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,6,2," $3,586.00 "," $1,414.00 "," $2,172.00 ",2780,57,0.394
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,2," $1,640.00 "," $1,177.00 ", $463.00 ,3124,66,0.718
819610908,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4," $32,938.00 "," $2,089.00 "," $30,849.00 ",1137,26,0.063
712064358,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,3," $2,507.00 "," $1,544.00 ", $963.00 ,1999,34,0.616
709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2," $2,203.00 "," $1,394.00 ", $809.00 ,1788,45,0.633
809941233,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1," $3,074.00 "," $2,390.00 ", $684.00 ,1377,38,0.777
807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3," $14,938.00 "," $1,412.00 "," $13,526.00 ",1930,36,0.095
716532258,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,4,3," $2,827.00 "," $1,308.00 "," $1,519.00 ",3291,55,0.463
720540708,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2," $2,773.00 "," $1,507.00 "," $1,266.00 ",1197,25,0.543
720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3," $16,033.00 ", $560.00 ," $15,473.00 ",1158,31,0.035
720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3," $3,213.00 "," $2,517.00 ", $696.00 ,1855,39,0.783
790102008,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,1," $5,924.00 "," $1,023.00 "," $4,901.00 ",3305,80,0.173
712643358,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,2," $2,833.00 "," $1,609.00 "," $1,224.00 ",1335,23,0.568
716686158,Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2," $1,479.00 ", $601.00 , $878.00 ,1621,32,0.406
721344858,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4," $2,237.00 ", $451.00 ," $1,786.00 ",2192,36,0.202
813230208,Existing Customer,45,M,4,College,Single,$120K +,Blue,40,3,3," $2,900.00 "," $1,782.00 "," $1,118.00 ",4686,64,0.614
787500333,Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,1," $8,695.00 "," $1,407.00 "," $7,288.00 ",2030,58,0.162
768582033,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3," $6,692.00 "," $1,897.00 "," $4,795.00 ",3902,76,0.283
719916408,Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2," $2,501.00 "," $1,909.00 ", $592.00 ,1850,34,0.763
789433758,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,3," $6,338.00 "," $2,379.00 "," $3,959.00 ",1715,39,0.375
719283633,Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2," $7,578.00 "," $1,628.00 "," $5,950.00 ",1325,29,0.215
710816358,Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3," $2,963.00 "," $1,466.00 "," $1,497.00 ",2523,48,0.495
779653458,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3," $8,260.00 "," $2,077.00 "," $6,183.00 ",2323,47,0.251
716382708,Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4," $8,309.00 ", $858.00 ," $7,451.00 ",1165,35,0.103
710387583,Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,5,1," $3,864.00 "," $1,901.00 "," $1,963.00 ",1018,32,0.492
718772133,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3," $10,230.00 "," $1,082.00 "," $9,148.00 ",1484,34,0.106
718360083,Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,36,6,3," $25,790.00 "," $1,798.00 "," $23,992.00 ",2443,70,0.07
716102583,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1," $2,675.00 "," $2,517.00 ", $158.00 ,1959,56,0.941
708459633,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1," $5,815.00 "," $1,698.00 "," $4,117.00 ",1604,42,0.292
712868733,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1," $2,595.00 "," $2,189.00 ", $406.00 ,1562,27,0.844
713790708,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2," $3,421.00 "," $2,308.00 "," $1,113.00 ",2269,39,0.675
717648783,Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,4,2," $6,922.00 "," $1,704.00 "," $5,218.00 ",1449,28,0.246
714709983,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,36,6,2," $6,979.00 ", $898.00 ," $6,081.00 ",1665,44,0.129
714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2," $2,523.00 "," $1,877.00 ", $646.00 ,2005,50,0.744
713769258,Existing Customer,36,M,3,College,Married,$120K +,Blue,26,3,2," $17,116.00 ", $939.00 ," $16,177.00 ",2547,45,0.055
712288158,Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,17,5,3," $4,631.00 "," $1,991.00 "," $2,640.00 ",2864,37,0.43
789127533,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2," $32,338.00 "," $1,664.00 "," $30,674.00 ",3013,83,0.051
717038733,Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3," $2,253.00 "," $1,375.00 ", $878.00 ,1324,38,0.61
708295533,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3," $3,549.00 "," $1,880.00 "," $1,669.00 ",1215,22,0.53
817686633,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,2," $1,438.30 ", $737.00 , $701.30 ,2856,39,0.512
713738883,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2," $3,136.00 "," $1,422.00 "," $1,714.00 ",1260,34,0.453
721310283,Existing Customer,47,M,3,Graduate,Single,$120K +,Blue,36,6,2," $34,516.00 ", $933.00 ," $33,583.00 ",1804,32,0.027
803132733,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3," $6,814.00 "," $1,570.00 "," $5,244.00 ",1339,30,0.23
711615933,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3,3," $28,170.00 "," $1,859.00 "," $26,311.00 ",1013,28,0.066
785311158,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,48,6,1," $6,610.00 ", $928.00 ," $5,682.00 ",3328,69,0.14
717267108,Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,6,3," $15,755.00 "," $1,410.00 "," $14,345.00 ",2061,61,0.089
711636558,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3," $2,711.00 "," $2,073.00 ", $638.00 ,1567,42,0.765
717504258,Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,4,1," $3,735.00 "," $1,199.00 "," $2,536.00 ",1573,35,0.321
718242333,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3," $10,216.00 "," $1,822.00 "," $8,394.00 ",2568,69,0.178
720191883,Existing Customer,45,M,3,High School,Single,$60K - $80K,Blue,35,5,3," $7,050.00 ", $659.00 ," $6,391.00 ",1236,36,0.093
710934033,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,6,1," $1,775.00 "," $1,162.00 ", $613.00 ,2169,43,0.655
714473658,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2," $8,960.00 "," $1,054.00 "," $7,906.00 ",1488,26,0.118
716569983,Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,3,1," $2,355.00 "," $1,773.00 ", $582.00 ,1765,27,0.753
789833583,Existing Customer,57,F,4,High School,Married,$40K - $60K,Blue,47,5,2," $6,803.00 "," $1,332.00 "," $5,471.00 ",1476,30,0.196
818923158,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2," $2,145.00 "," $1,207.00 ", $938.00 ,1275,31,0.563
716596308,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2," $3,919.00 "," $1,640.00 "," $2,279.00 ",1872,51,0.418
710251608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,3,3," $2,941.00 "," $1,173.00 "," $1,768.00 ",1453,27,0.399
719318583,Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,3,3," $6,866.00 "," $2,389.00 "," $4,477.00 ",862,13,0.348
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2," $10,378.00 "," $1,540.00 "," $8,838.00 ",1306,32,0.148
817142433,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3," $8,082.00 "," $2,307.00 "," $5,775.00 ",1725,29,0.285
713309583,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,36,6,3," $2,967.00 "," $2,129.00 ", $838.00 ,2177,59,0.718
710273658,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5,2," $3,092.00 "," $1,825.00 "," $1,267.00 ",2883,61,0.59
771429408,Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,5,3," $1,618.00 ", $668.00 , $950.00 ,1515,31,0.413
719452308,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,2," $2,498.00 "," $1,632.00 ", $866.00 ,2048,35,0.653
780998133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,34,3,4," $10,540.00 "," $1,489.00 "," $9,051.00 ",1980,45,0.141
801726933,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,4,3," $13,384.00 "," $1,853.00 "," $11,531.00 ",1899,33,0.138
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,2," $16,208.00 "," $1,278.00 "," $14,930.00 ",1842,56,0.079
814776033,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3,1," $13,395.00 "," $1,678.00 "," $11,717.00 ",2650,69,0.125
715057383,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,31,6,3," $17,126.00 "," $1,201.00 "," $15,925.00 ",3891,79,0.07
715168008,Existing Customer,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4,2," $8,995.00 "," $1,547.00 "," $7,448.00 ",2398,61,0.172
720802833,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,13,3,2," $2,404.00 "," $1,198.00 "," $1,206.00 ",2692,63,0.498
789370383,Existing Customer,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2," $2,807.00 "," $1,845.00 ", $962.00 ,1346,26,0.657
711782733,Existing Customer,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3," $3,097.00 ", $827.00 ," $2,270.00 ",1390,24,0.267
719381733,Existing Customer,61,M,2,High School,Single,$60K - $80K,Blue,47,5,2," $2,175.00 "," $1,404.00 ", $771.00 ,3994,64,0.646
771169458,Existing Customer,41,M,4,College,Married,$120K +,Blue,28,5,3," $28,020.00 "," $1,470.00 "," $26,550.00 ",1723,36,0.052
709974108,Existing Customer,35,F,1,Graduate,Single,Less than $40K,Blue,23,4,3," $2,640.00 "," $1,051.00 "," $1,589.00 ",3116,80,0.398
757024233,Existing Customer,34,M,2,Graduate,Single,$120K +,Blue,27,3,1," $31,313.00 "," $2,152.00 "," $29,161.00 ",2555,62,0.069
713287608,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,41,5,4," $3,161.00 "," $1,220.00 "," $1,941.00 ",2412,62,0.386
715478733,Existing Customer,56,F,5,Graduate,Married,Less than $40K,Blue,36,5,4," $3,088.00 "," $2,517.00 ", $571.00 ,2292,54,0.815
713469333,Existing Customer,40,M,2,High School,Single,$80K - $120K,Blue,28,6,2," $19,279.00 "," $1,427.00 "," $17,852.00 ",1777,56,0.074
719243808,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2," $3,792.00 "," $1,625.00 "," $2,167.00 ",1888,39,0.429
772202058,Existing Customer,64,M,0,Graduate,Married,Less than $40K,Blue,53,3,3," $2,084.00 "," $1,647.00 ", $437.00 ,1597,37,0.79
711405333,Existing Customer,52,M,3,Post-Graduate,Married,$80K - $120K,Blue,43,5,2," $6,849.00 "," $2,126.00 "," $4,723.00 ",1651,43,0.31
778407033,Existing Customer,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,3," $2,417.00 "," $1,932.00 ", $485.00 ,2367,50,0.799
709858533,Existing Customer,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4,1," $2,462.00 "," $2,021.00 ", $441.00 ,2320,57,0.821
717105258,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3," $3,992.00 "," $1,289.00 "," $2,703.00 ",2181,32,0.323
715822008,Existing Customer,32,M,1,High School,Married,Less than $40K,Blue,14,4,2," $3,568.00 "," $2,175.00 "," $1,393.00 ",1913,35,0.61
714971583,Existing Customer,36,M,2,Graduate,Single,$60K - $80K,Blue,27,3,3," $7,776.00 ", $831.00 ," $6,945.00 ",3063,87,0.107
709025583,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,36,3,3," $9,355.00 ", $715.00 ," $8,640.00 ",1138,38,0.076
789297558,Existing Customer,36,M,1,Uneducated,Single,$120K +,Blue,25,6,3," $7,049.00 "," $1,932.00 "," $5,117.00 ",2602,51,0.274
710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,3," $2,033.00 "," $1,471.00 ", $562.00 ,2236,55,0.724
712189233,Existing Customer,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5,1," $5,153.00 "," $2,517.00 "," $2,636.00 ",3095,63,0.488
713767383,Existing Customer,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2," $2,062.00 "," $1,665.00 ", $397.00 ,2397,41,0.807
797414733,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,31,3,3," $2,005.00 "," $1,517.00 ", $488.00 ,2439,61,0.757
714151533,Existing Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5,4," $4,589.00 "," $1,622.00 "," $2,967.00 ",1569,33,0.353
787494783,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,46,5,3," $8,184.00 "," $1,205.00 "," $6,979.00 ",2140,49,0.147
710297133,Existing Customer,47,M,3,High School,Married,$80K - $120K,Blue,36,6,3," $30,210.00 "," $1,194.00 "," $29,016.00 ",3503,65,0.04
708580908,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,37,3,3," $14,551.00 "," $2,517.00 "," $12,034.00 ",1373,35,0.173
744764433,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,48,5,2," $30,967.00 ", $817.00 ," $30,150.00 ",1473,35,0.026
789309558,Existing Customer,31,M,2,College,Married,Less than $40K,Blue,21,6,2," $2,718.00 "," $1,920.00 ", $798.00 ,2570,49,0.706
713188383,Existing Customer,54,F,1,College,Married,Less than $40K,Blue,36,4,2," $3,084.00 "," $2,517.00 ", $567.00 ,1446,22,0.816
719506983,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,42,5,2," $17,302.00 "," $1,339.00 "," $15,963.00 ",1181,30,0.077
714804483,Existing Customer,48,M,3,College,Divorced,$40K - $60K,Blue,36,3,3," $12,159.00 "," $1,665.00 "," $10,494.00 ",1426,34,0.137
748503708,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,47,6,4," $2,797.00 "," $1,627.00 "," $1,170.00 ",1566,36,0.582
803587533,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3," $2,618.00 "," $1,812.00 ", $806.00 ,3319,86,0.692
789777408,Attrited Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2," $1,442.00 "," $1,428.00 ", $14.00 ,1134,26,0.99
715310208,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3," $11,450.00 "," $2,129.00 "," $9,321.00 ",2197,45,0.186
789167658,Existing Customer,34,M,3,College,Married,$60K - $80K,Blue,23,5,3," $4,245.00 "," $1,815.00 "," $2,430.00 ",1534,34,0.428
789987183,Existing Customer,53,M,2,College,Married,$80K - $120K,Blue,45,4,4," $21,953.00 "," $1,311.00 "," $20,642.00 ",1413,37,0.06
717730533,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1," $1,614.00 ", $925.00 , $689.00 ,2659,63,0.573
708668283,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,4," $5,140.00 "," $2,517.00 "," $2,623.00 ",1842,36,0.49
772360683,Existing Customer,57,M,1,High School,Married,$120K +,Blue,46,3,3," $31,762.00 "," $2,517.00 "," $29,245.00 ",1515,36,0.079
826068183,Existing Customer,36,M,1,Graduate,Married,$80K - $120K,Blue,32,4,4," $15,488.00 "," $1,463.00 "," $14,025.00 ",2916,50,0.094
820044333,Existing Customer,39,M,3,College,Divorced,$40K - $60K,Blue,34,3,3," $2,503.00 "," $2,185.00 ", $318.00 ,4157,58,0.873
714211533,Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4,3," $3,312.00 "," $2,491.00 ", $821.00 ,2670,50,0.752
710287533,Existing Customer,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2," $6,269.00 "," $1,169.00 "," $5,100.00 ",2221,57,0.186
